Job Title,Company,Link,Job Description
AI-Developer,NOBORDERZ INNOVATIONS,/rc/clk?jk=93ccfa0aa38739b0&bb=VVq0vbk-d9q0uaTI5AC0xk0MbMP-QdbNuSVJSuTaGrUbY1igwZzdSTD9NqZeUfoqJsUoLmgCI6ZHoOIS8FXkZsnj8_FTmBbFwHJ-aBrIx6g%3D&xkcb=SoC767M3DbSr-7QHJZ0AbzkdCdPP&fccid=446dd7b1563743b0&cmp=NOBORDERZ-INNOVATIONS&ti=Developer&vjs=3,"Job Title: AI -LeadExperience : 4-5 YearsCompany: Noborderz InnovationAbout The Role:As an AI Developer at Noborderz Innovation, your primary responsibility will be to design, build and implement models for our AI-driven products. This role requires a strong background in Natural Language Processing (NLP), Deep Learning, 3D computer vision and server management. We are looking for individuals who can contribute to the machine learning and artificial intelligence development initiatives of our company.Key Responsibilities:1. Apply expertise in NLP, Deep Learning and 3D computer vision to contribute to our AI driven products.2. Create machine learning models for complex application across various business sectors.3. Design and implement robust pipelines for ML/AI solutions.4. Work with cross functional teams to understand client requirements and provide AI technology solutions.5. Familiarize yourself with AWS server management as well as the server computing technology.6. Work with continuous integration and continuous delivery (CI/CD) for automation of code deployment.7. Collaborate with data scientists and data engineers for the best AI solutions.8. Debug and solve complex problems either individually or in a team environment.Requirements:1. Bachelor's Degree in Computer Science, Computer Engineering or relevant field.2. Proven experience in NLP, Deep Learning, 3D computer vision.3. Significant experience with AWS server management4. Working knowledge with CI/CD pipelines and ability to assist in debugging and optimizing code.5. Strong analytical skills and attention to detail.6. Progress-oriented mindset with a large degree of adaptability and flexibility.7. Excellent problem-solving abilities and willingness to think 'outside the box'.8. Exceptional communication skills and team-working abilities.Job Type: Full-timeSalary: From Rs100,000.00 per monthExperience:AI: 3 years (Required)"
Junior Full Stack Developer,Fulcrum Pvt Ltd,/rc/clk?jk=92e39f598097a7d9&bb=VVq0vbk-d9q0uaTI5AC0xqOYVp0GUA6VfVO77bigk8z1_UAtN_P_7VMf1H_UMrnAXnGIJ-ESOOvGpigoMBj5kITV8vvCV3XaAbxHHlJayuM%3D&xkcb=SoA167M3DbSr-7QHJZ0HbzkdCdPP&fccid=dc55519868e92e7f&cmp=Fulcrum-Pvt-Ltd&ti=Full+Stack+Developer&vjs=3,"Fulcrum Pvt Ltd is looking for a Junior Full Stack Developer for it's leading clients.Experience: 1 to 2 yearsResponsibilities:Development: Work on the design, development, and maintenance of web applications using .NET, Angular, and SQL technologies.
Coding: Write clean, efficient, and well-documented code following best practices.
Database Management: Design and manage databases, ensuring data integrity and security.
Collaboration: Collaborate with cross-functional teams to understand project requirements and deliver high-quality solutions.
Testing: Conduct thorough testing of applications to identify and fix bugs, ensuring optimal performance.
Troubleshooting: Identify and resolve technical issues promptly, ensuring minimal downtime.
Innovation: Stay updated on emerging trends and technologies, suggesting improvements and innovative solutions.
Documentation: Create and maintain technical documentation for reference and reporting.Requirements:Education: Bachelor's degree in Computer Science, Software Engineering, or a related field.
Experience: 1 to 2 years of hands-on experience in Full Stack Development.
Skills:
Proficiency in .NET framework, Angular, and SQL.
Knowledge of front-end and back-end development.
Familiarity with web development technologies (HTML, CSS, JavaScript).
Understanding of database design and management.
Communication: Strong verbal and written communication skills.
Problem-Solving: Excellent problem-solving and analytical abilities.
Teamwork: Ability to work collaboratively in a team environment.Job Type: Full-timeSalary: Rs50,000.00 - Rs80,000.00 per month"
IT Assistant (Bahria Town),ESAJEES,/rc/clk?jk=d37b7343cc85f0ca&bb=VVq0vbk-d9q0uaTI5AC0xgZV3zM8a-xC47HXHDDRZMW8TiTlD-vQMgjI8XZGxbqSqrGSI_pJWv84V5jTtKUkSiP5nwU22QR1VZwhCWK6jUk%3D&xkcb=SoCB67M3DbSr-7QHJZ0GbzkdCdPP&fccid=636c2358f83bdbcb&cmp=F--6%252F3%2C-Islamabad&ti=IT+Assistant&vjs=3,"Job Summary:The IT Assistant is responsible for overseeing the information technology department and ensuring that all systems and software are running efficiently and effectively. The IT Assistant will work closely with other departments within the organisation to identify and address their technology needs, and will be responsible for managing a team of IT professionals.Key Responsibilities:· Design, code, test, and debug software applications, using different programming languages .· Collaborate with other departments within the organisation to identify and address software needs.· Develop software solutions that meet business requirements and are scalable, maintainable, and efficient.· Maintain and update existing software applications, and troubleshoot any issues that arise.· Conduct code reviews and ensure that software development best practices are being followed.· Manage and support all hardware and software systems, including servers, networks, applications, and databases.· Ensure that all systems are running efficiently and effectively, and troubleshoot any issues that arise.· Develop and implement IT policies and procedures, and ensure that all employees are following them.· Ensure that all systems and data are secure, and implement appropriate security measures to protect against data breaches and cyber attacks.· Stay up-to-date with the latest trends and technologies in software development, and identify opportunities to leverage new technologies to improve software products.Requirements:· Master degree in computer science, software engineering, or a related field.· 1+ years of experience in information technology management, with a track record of success in managing and supporting complex IT systems· Strong technical skills, including Software & Hardware.· Strong problem-solving skills, with the ability to identify and address complex software development issues.· Excellent communication and interpersonal skills, with the ability to work collaboratively with other departments within the organisation.· Familiarity with software & Hardware best practices and industry standards.Job Type: Full-timeSalary: Rs35,000.00 - Rs40,000.00 per monthExperience:minimum: 1 year (Required)Ability to Commute:Rawalpindi (Required)Application Deadline: 23/02/2024Expected Start Date: 26/02/2024"
Machine Learning Engineer,AxcelerateAI,/rc/clk?jk=067f014e79d3a65b&bb=VVq0vbk-d9q0uaTI5AC0xuwbKvskuI7okqofg4AHn_IP2XzWVZEh9WgPN8yvJmNBxZ8cTIDSfw9Weg9ZoESHf3Qtlv2NhOXN9VkxK08yb0A%3D&xkcb=SoAc67M3DbSr-7QHJZ0FbzkdCdPP&fccid=96354eac7cef4141&cmp=AxcelerateAI&ti=Machine+Learning+Engineer&vjs=3,"ResponsibilitiesThe ML engineer will be responsible for the following tasks:We are a software development company with a strong specialised focus on developing artificial intelligence-based solutions for real-world industrial problems. We focus on using state-of-the-art AI technologies to solve complex industrial problems.We are looking for a Machine Learning (ML) engineer, with a specialisation in deep learning, to join our team.Position DetailsType: Full-timeLocation: In-person, Model Town, LahoreJob DescriptionCoordinating with an in-house or external data team to design a strategy for collecting appropriate data for building a deep learning model for the required taskDesigning, building and training deep learning models using state-of-the-art architectures including CNNs, LSTMs, attention networks and transformers. Training is either done on our on-premise servers or on the cloud (e.g., using AWS servers)Deploying the final model on a server and providing an interface or APIs to interact with itMinimum RequirementsBachelor’s or Master’s degree in EE, CS or Data ScienceAbility to formulate a problem as a machine learning problemA reasonable theoretical/mathematical understanding of various deep learning architecturesA reasonable theoretical/mathematical understanding of various objective/loss functionsStrong programming skills in PythonExtensive experience in either TensorFlow or PyTorchPrior experience of using deep learning either in research or industrial settingNo minimum prior industry experience is needed if the candidate fulfils the above requirements.Please send your CV to careers@axcelerate.ai.Job Type: Full-timeAbility to Commute:Lahore (Required)Ability to Relocate:Lahore: Relocate before starting work (Required)Application Deadline: 05/01/2024"
Data Analyst & Modeler,The Brand Consultants - Karachi,/rc/clk?jk=4c757ecc4e66c939&bb=iU8csOQiCHxjArgFpba2hJzWa-N7XrguawupztyO_YHlGkyvQ48Hd9areHHkKuKkU4Ua3ZDzOqZER0EYiXqaY-adQ_WzJA_oGI59PigMzdk%3D&xkcb=SoCX67M3DbSrLhQNJh0KbzkdCdPP&fccid=7e93ab5c07dac215&cmp=The-Brand-Consultants---Karachi&ti=Data+Modeler&vjs=3,"We are seeking a talented and experienced ""Data Analyst"" for one of our client based in Lahore. The ideal candidate will have a strong background in data analytics, advanced Excel skills, and the ability to analyze raw data from multiple sources to derive actionable insights. As a key member of team, you will play a crucial role in helping us understand market trends, consumer behavior, and competitive landscapes within the consumer tech industry.Responsibilities:Analyze raw data from various sources to identify trends, patterns, and insights.
Develop and maintain models to forecast market trends and consumer behavior.
Collaborate with cross-functional teams to provide data-driven recommendations and insights.
Prepare and present findings to stakeholders in a clear and concise manner.
Continuously monitor and evaluate data quality and integrity.
Stay updated on industry trends and best practices in data analytics.Requirements:Bachelor's degree in Data Science, Statistics, Mathematics, Computer Science, or a related field.
Proven experience as a Data Analyst or similar role.
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy.
Advanced proficiency in Excel, including pivot tables, formulas, and macros.
Experience working with data visualization tools such as Tableau, Power BI, or similar.
Strong problem-solving skills and the ability to think critically.
Excellent communication and presentation skills.
Ability to work independently and collaboratively in a fast-paced environment.Preferred Experience:3-4 Years’ Experience in the consumer tech industry or a related field.Location: Lahore, PakistanInterested candidates should apply at jobs.tbc1@gmail.comJob Type: Full-timeSalary: Rs200,000.00 - Rs250,000.00 per monthAbility to Commute:Lahore (Required)Ability to Relocate:Lahore: Relocate before starting work (Required)Application Deadline: 31/03/2024"
Associate Data Manager,Soliton Technologies (Pvt) Ltd,/rc/clk?jk=89dc77cc659561e2&bb=iU8csOQiCHxjArgFpba2hBGcpX0xKYN53qaREcrz1mkLU6uVI2unYTVjFk8SerrrlbaFbStlzrvnwM7CVRBn1MaBVb6qFhrcWbIPxzXEnf0%3D&xkcb=SoAK67M3DbSrLhQNJh0JbzkdCdPP&fccid=7db1b8bd934ae79a&cmp=Soliton-Technologies-%28Pvt%29-Ltd&ti=Data+Manager&vjs=3,"Soliton Technologies is seeking a skilled professional to join our team as a Senior Data Integration Specialist. If you have a passion for data and extensive experience in data extraction, integration, and automation, we want to hear from you.Responsibilities:Develop and implement data extraction strategies based on business requirements and objectives.
Identify and evaluate data sources suitable for extraction, considering factors like reliability, relevance, and accessibility.
Collaborate with stakeholders to understand their data needs and requirements for extraction.
Oversee the extraction of data from various sources such as databases, APIs, files, web scraping, etc.
Ensure the integrity and quality of extracted data through validation and cleansing processes.
Develop and maintain data extraction pipelines and workflows to automate repetitive tasks.
Integrate extracted data into the organization's data systems and repositories.
Establish data quality standards and monitor adherence to them during the extraction process.
Collaborate with legal and compliance teams to address data privacy and security concerns.Requirements:Bachelor's degree in Computer Science, Engineering, or a related field.
5-10 years of experience in data extraction, integration, or related roles.
Proficiency in SQL and experience with database technologies (e.g., MySQL, PostgreSQL, Oracle).
Strong analytical and problem-solving skills.
Excellent communication and collaboration abilities.
Experience working with stakeholders to understand data needs and requirements.
Knowledge of data privacy and security best practices.
Ability to work independently and as part of a team.
Experience with data visualization tools (e.g., Tableau, Power BI) is a plus.Employee Benefits:Competitive Compensation
Provident Fund
Medical Insurance
Personal Vehicle Benefit
EOBI (Fully Paid By Employer)
Late Sitting Allowance
Leaves Encashment
Bi-Annual Performance Increment
Bi-Annual Performance Bonus
Laptop Benefit on Joining
Lunch/Dinner Facility in Office
Internet Allowance
Hardship Allowance
Certifications & Trainings
Cutting-Edge Projects
Professional Growth Opportunities
Supportive Work Culture
Recreational & Extracurricular ActivitiesJob Type: Full-timeApplication Question(s):Can you easily commute to our job location(The Enterprise Building, Thokar Niaz Baig, Lahore)?
Are you comfortable working in an onsite setting?Experience:Associate Data Manager/Data Lead: 4 years (Required)
Databases (MySQL, PostgreSQL, Oracle): 4 years (Required)"
Programme Assistant (BISP Stunting Prevention) - SC5 - Punjab (Multiple Locations),World Food Programme,/rc/clk?jk=baad18a3ad9518fb&bb=iU8csOQiCHxjArgFpba2hFaQHebdoUdWihNcAx5PR0-PwtMMAoJ0nogHjok525D8DFqYBSb8biFeG0f0TEdz5F_lo25PGKu0qJAjrMHyHMQ%3D&xkcb=SoC-67M3DbSrLhQNJh0IbzkdCdPP&fccid=9f1f377f38839693&vjs=3,".


 WFP encourages female candidates and people with disabilities to apply.
WFP seeks candidates of the highest integrity and professionalism who share our humanitarian principles. Selection of staff is made on a competitive basis. We are committed to promoting diversity and the principle of equal employment opportunity for all our employees and encourages qualified candidates to apply irrespective of religion or belief, ethnic or social background, gender, gender identity and disability.




 ABOUT JOB


Job Title: Programme Assistant (BISP Stunting Prevention)
Grade: SC5
Type of contract: Service Contract
Duration: 6 to 12 Months
Duty Station: Punjab (Multiple locations)
Vacancy Number: 831828
Date of Publication: 12 March, 2024
Deadline of Application: 25 March, 2024
This vacancy announcement is for Pakistani Nationals.
Note: This vacancy announcement will also be used to build a roster of prequalified applicants for future opportunities within same job profile at the current or lower level in Pakistan.




 TERMS & CONDITIONS


 WFP offers a competitive benefits package including salary, pension, leave plus a medical insurance.




 JOB PURPOSE


 To support the implementation of BISP Stunting prevention activities at district level.




 KEY ACCOUNTABILITIES (not-all-inclusive)


 The Programme Assistant (BISP Stunting Prevention Project) will be responsible for the following tasks: 1. To coordinate on regular basis with all relevant stakeholders to develop the synergies and partnerships for successful implementation of BISP Stunting prevention project. 2. To maintain close liaison with Department of Health, LHWP, BISP District/Tehsil office to mobilize eligible beneficiaries at BISP Nashonuma Centre. 3. Maintain close coordination/Liaison with community workforce i.e. LHWs, CHWs, BBCs engaged them in mobilization and awareness raising campaign 4. Conduct training/orientation and capacity building session of Project staff and relevant stakeholders, such as medical officers, Women medical officers, Lady Health Workers (LHW) and Lady Health Supervisors (LHS). 5. Coordinate with BISP POS agent for the smooth disbursement of agreed entitlement to eligible beneficiaries at centres. 6. Facilitate in preparing the monthly SNF supplies distribution plans and execute distribution as per caseload of BISP beneficiaries at all facilitation centres. 7. Keep close coordination with the respective government departments, Cooperating Partner to ensure that all the activities at the Division/District level are well coordinated and actively participate in the district coordination meetings. 8. Within the specific area of responsibility, ensure compilation of data and support analysis and preparation of reports (daily, weekly & monthly) to support operational decision-making. 9. Act as a point of contact for resolution of general operational queries requesting assistance where necessary at district level. 10. Provide support to conduct the trainings Workshops and facilitate the donor missions at the District level. 11. Provide support in coordination with other UN agency partners (UNICEF, WHO & UNFPA) in the management SAM component 12. Coordinate with all district staff, IYCF counsellors and outreach staff to create harmonization and synergies in the implementation of SBCC activities. 13. Monitoring visits to conform the follow up cases (SAM/MAM) by SMs, participate in MSGs/FSGs and BBCs meetings. 14. Maintain information records and monitoring plan documentation, such as records of commodity movements and programme checklists, to assist in the effective delivery and distribution of food items. 15. Provide guidance to cooperating partners on WFP operational practices, monitoring tools and methods to support them to complete self-monitoring tasks. 16. Conduct periodic monitoring trips to the project sites, including random monitoring checks on Cooperating Partners (CPs) activities and report progress using standard monitoring tools. 17. Ensure proper advocacy and visibility of WFP activities at the district level. 18. Any other task assigned by supervisor.




 STANDARD MINIMUM QUALIFICATIONS AND EXPEREINCES


 Education:
University degree in Nutrition, Social Sciences, Economics, Business Administration, Project Management or any other related field.
Experience:
Minimum 5 years of experience in implementing programs, especially related to health and nutrition or CMAM. 
Management and coordination of health & nutrition sector projects and working with government departments would have an added advantage with focus on WRA and Children U5.
Knowledge & Skills:
Knowledge & understanding of CMAM approaches, simplified protocols of wasting management and guidelines of management of stunting prevention programmes. Must posses the skills of multiple partners coordination, collaboration, leading & working with diverse teams, working as team player and an efficient in using Microsoft office tools especially MS Excel.
Languages: English, Urdu and Local (Punjabi).
All WFP Employees are expected to demonstrate the competencies and standards of behavior aligned with our core values and defined in the WFP LEADERSHIP FRAMEWORK, namely:
Leading by example with integrity,
Driving results and delivering on commitments,
Fostering inclusive and collaborative teamwork,
Applying strategic thinking,
Building and maintaining sustainable partnerships.




 HOW TO APPLY


 To be considered, interested candidates are invited to apply via (https://www.wfp.org/careers/job-openings). Only short-listed candidates will be contacted.
WFP will not request payment at any stage of the recruitment process including at the offer stage. Any requests for payment should be refused and reported to local law enforcement authorities for appropriate action.
Request for Disability related Reasonable Accommodations:
It is important to WFP to create an accessible and inclusive workplace for everyone. Reasonable accommodations may be made to enable qualified individuals with disabilities to perform essential job functions. If you require reasonable accommodation in completing this application, interviewing, completing any pre-employment testing, or otherwise participating in the selection and hiring process, please direct your request and inquiries to the Diversity and Inclusion team on: global.inclusion@wfp.org, cc’ing pakistan.hr@wfp.org. A member of the reasonable accommodation team will contact you to confidentially discuss your needs.
This email is only to be used for any disability related accessibility requirements, and not for sending the application itself. Due to volume of applications, any applications or CVs sent through this email address will not be considered as a formal application and will not receive a reply from WFP.




 ABOUT WFP


 The World Food Programme (WFP) is the leading humanitarian organization saving lives and changing lives, delivering food assistance in emergencies and working with communities to improve nutrition and build resilience.






 ORGANIZATIONAL CONTEXT


 These positions will be based in Lahore (division) and some other locations in Punjab. Programme Assistant will report directly to Programme Policy Officer at Field Office Punjab level under the overall guidance of Head of Field Office Punjab.




 .


 WFP is committed to diversity and inclusion within its workforce. WFP has zero tolerance for sexual exploitation and abuse, any kind of harassment, including sexual harassment, abuse of authority or discrimination. All selected candidates will, undergo rigorous reference and background checks.
No appointment under any kind of contract will be offered to members of the UN Advisory Committee on Administrative and Budgetary Questions (ACABQ), International Civil Service Commission (ICSC), FAO Finance Committee, WFP External Auditor, WFP Audit Committee, Joint Inspection Unit (JIU) and other similar bodies within the United Nations system with oversight responsibilities over WFP, both during their service and within three years of ceasing that service."
WordPress Developer,Soft IT Land,/rc/clk?jk=9c405ce62423dbc3&bb=iU8csOQiCHxjArgFpba2hMg5z_x97hGGI801xSp8KN0wSXb_zledmOeYwy3U2qhoQGL2VtcmL2BperNk6RCRerdf-kupBwFMtfVIfDeIITo%3D&xkcb=SoAw67M3DbSrLhQNJh0PbzkdCdPP&fccid=e775ead6eb9da381&cmp=Soft-It-Land&ti=Wordpress+Developer&vjs=3,"Role Description:SoftitLand is seeking a talented WordPress Developer for a full-time night-shift onsite-role in Lahore. As a WordPress Developer, you will be responsible for developing and maintaining WordPress sites for our clients.Preferred Skills:Experience: Minimum of 1 -2 plus years of experience in WordPress development and management, demonstrating a strong understanding of its intricacies.Customization: Expertise in customizing WordPress theme and plugins to meet our clients' unique needs.Technical Proficiency: Proficiency in PHP, MySQL, HTML, CSS, and JavaScript is a must-have to execute various customization tasks effectively.Responsive and Pixel-Perfect Designs: You should have a keen eye for detail to ensure pixel-perfect designs and the ability to create responsive layouts that look great across all devices and screen sizes.Knowledge of Builders: Proficiency in using WordPress page builders such as Elementor, Divi, Beaver Builder, and WPBakery.ACF and CPT Knowledge: Familiarity with Advanced Custom Fields (ACF) and Custom Post Types (CPT) is preferred, as these are commonly used for creating complex data structures and custom content in WordPress.Education: A degree in Computer Science or a related field provides a strong foundation for this role.Communication: Excellent communication skills are essential for effective collaboration within our team and with clients.Good to have :Additional Design Tools: Knowledge of design tools like Adobe Illustrator, Adobe Photoshop, Adobe XD, Figma, etc., is a plus.Theme Customization and Development: Familiarity with theme customization and development further enhances your ability to create unique and visually appealing WordPress websites., is a plus.How to Apply:If you meet the above requirements and are excited about the opportunity to contribute to innovative WordPress projects during night shifts in a dynamic environment, please apply at given informationEmail : Send your resume at info@softitland.com , in subject line write ""Wordpress Developer - Softitland""WhatsApp : Contact 03404759697 ,for further inquiries or to submit your application.Our Location :Address : House # 190, near Abu Huraira Mosque, Karim Block Allama Iqbal Town, Lahore, Punjab 54570Join us at SoftitLand and be part of a team that's passionate about delivering top-notch WordPress solutions to our clients. We look forward to hearing from you!Job Type: Full-timePay: Rs30,000.00 - Rs80,000.00 per monthAbility to Commute:Lahore (Required)Ability to Relocate:Lahore: Relocate before starting work (Required)"
Computer Vision Engineer,Workforce Commerce,/rc/clk?jk=04a740d59977932b&bb=iU8csOQiCHxjArgFpba2hB9TlmVu8DffNcywG3BMO8RlJQz7LvnTdEFaPC1T8ynADddcAJ7yi9mVHTBXC_pt77klF5AG-BK2SlmoDXCrMNY%3D&xkcb=SoCE67M3DbSrLhQNJh0ObzkdCdPP&fccid=fcb1ce2b515d19ec&cmp=Workforce-Commerce&ti=Computer+Vision+Engineer&vjs=3,"Job descriptionAbout the Job:WorkForce Commerce seeking a highly skilled and motivated OpenCV and AI Developer to join our dynamic team with at least 5 years of experience with Excellent Communication Skills. .Job Responsibilities:Designing, developing, and implementing AI models and algorithms utilizing state of art techniques such as GPT, VAE, and GANs
Collaborating with cross-functional teams to define AI project requirements and objectives, ensuring alignment with overall business goals
Leverage OpenCV libraries and other relevant frameworks to enhance and optimize computer vision algorithms
Implement scalable and efficient solutions for deploying computer vision models on various platformRequired Skills and Qualification:Expertise in Computer Vision and Pattern Recognition
Strong understanding of Robotics and Computer Science principles
Experience with Data Science and Machine Learning techniques
Bachelor's or Master's degree in Computer Science, Computer Engineering, or related field
Knowledge of OpenCV, TensorFlow, and other relevant tools and frameworks
Strong problem-solving and analytical skills
Excellent communication and collaboration abilities
Experience in the e-commerce industry is a plusJob Type: Full TimeNote: This is an office based jobAbility to Relocate:Lahore: Relocate before starting work (Required)Job Type: Full-timeSalary: Rs200,000.00 per monthAbility to Relocate:Lahore: Relocate before starting work (Required)Job Type: Full-timeSalary: Rs200,000.00 per monthExperience:AI and Computer Vision Engineer: 5 years (Preferred)"
Node.JS,Evamp & Saanga,/rc/clk?jk=10ebb606094e4964&bb=iU8csOQiCHxjArgFpba2hOoWcR3PfAZz56EhBm64PtG8PEfGdZ5Oy4C2HPgbo718zQ97vULNSb8IvgRCcF9AcCBRokFlbsPk-7PQ43y2SL4%3D&xkcb=SoAZ67M3DbSrLhQNJh0NbzkdCdPP&fccid=68af00adaea2345c&cmp=Evamp-%2526-Saanga&ti=Node.js&vjs=3,"Key Responsibilities:Develop server-side logic using Node.js and other frameworks as necessary.
Design and implement APIs for web and mobile applications.
Collaborate with front-end developers to integrate user-facing elements with server-side logic.
Optimize application performance for maximum speed and scalability.
Implement security and data protection measures.
Write reusable, testable, and efficient code.
Troubleshoot and debug issues that arise during development and in production environments.
Stay up-to-date with emerging technologies and best practices in the field.Qualifications:Bachelor's degree in Computer Science, Engineering, or a related field (or equivalent experience).
Proven experience working with Node.js and building server-side applications.
Strong understanding of JavaScript and its core principles.
Experience with asynchronous programming and event-driven architecture.
Familiarity with front-end technologies such as HTML, CSS, and JavaScript frameworks (e.g., React, Angular, Vue.js).
Experience with relational and NoSQL databases (e.g., MySQL, MongoDB).
Knowledge of RESTful APIs and web services.
Understanding of code versioning tools, such as Git.
Excellent problem-solving and communication skills.
Ability to work independently and as part of a team.Job Type: Full-time"
Digital Marketing Manager,JLPS Group,/rc/clk?jk=60787eccf7ae8651&bb=iU8csOQiCHxjArgFpba2hKriaJVMvAz4dJZpNn-m0NQwA0C1YKzWAYpfiNeZ_mAc81KMmKXaLtbV-toj0XpBQGF2eLq4ZmmcrUJr2cYxm4o%3D&xkcb=SoCt67M3DbSrLhQNJh0MbzkdCdPP&fccid=c530b9e863e1a7e8&cmp=JLPS-Group&ti=Digital+Marketer&vjs=3,"We are looking for a Senior Digital Marketing Manager to join our Marketing team.The Senior Digital Marketing Manager will oversee a team of channel specialists (SEM, Display, Affiliates, Mobile, E-Mail, Social).This individual will develop the performance strategy to help achieve our KPI’s. Reporting to the Global Head of Marketing, you will be a critical member of the Marketing Leadership team to drive business results for the company. You will work closely with numerous stakeholder teams including product marketing, marketing analytics, and data science.You will:Lead a group of team members to allocate and optimize the performance media budget across all channels to meet our business targets.
Utilize data-driven methodology, analysis, and measurement to improve effectiveness and efficiency of our performance channels
Work closely with analytics and data science partners to build a world-class performance marketing engine across tracking, attribution, and optimization
Oversee campaign management and reporting, including in-depth analytics of LTV, CPA, ROI, and etc
Innovate and implement test and learn strategies and drive scalable results
Mentor the talented individual contributors and leads on your team to grow their own analytical, communication, and leadership skillsQualificationsYou have:5+ years’ experience in acquisition marketing and performance/growth marketing with direct oversight of SEM, display, retargeting, paid social, and funnel optimization
2-3 years of people management experience
Track record of growing marketing investment on a measurable basis at scale
Demonstrated ability to work and influence decision makers in a fast-paced, matrixed organization, with stakeholders across multiple time zones
Exceptional problem solving, and analysis skills combined with the ability to synthesize and effectively communicate findings to all levels throughout the organization
Willingness to be deep in the details while also being able to create and communicate higher level strategy
Experience managing a large budgetPerk and benefitsOnsite Lunch
Paid leaves as per policy
Provident Fund
Monthly Hangout/Dining/Buffet
Yearly bonuses
Monthly Top Performer Bonus(Cash Reward)Job Timings : 2 PM to 11 PM (or may be changed according to the company requirements)Market Competitive Salary subjected to evaluation during the interviewLocation: P Block, Model Town, LahoreTo apply please share your CV at WhatsApp +92-336-4359850 (rapid response)Job Type: Full-time"
Data Scientist,Systems Limited,/rc/clk?jk=ec606d45d761847a&bb=iU8csOQiCHxjArgFpba2hMZr4GwRrXF-1_nglP5QxjtXSNHQK4tDC9KdG4sHw48hDqBLzq3S0s5AYvpSe_oQagzzZBTbBfoOgpJe5Oeu8es%3D&xkcb=SoBE67M3DbSrLhQNJh0DbzkdCdPP&fccid=513d00e337655aaf&vjs=3,"Data Scientist will be applying statistical, advanced analytics, machine learning, and AI techniques to solve business problems. You will collaborate with a multi-disciplinary team of technical and non-technical business stakeholders on a wide range of challenges.


Responsibilities:
Excellent knowledge of ML algorithms (e.g., Linear Regression, Logistic Regression, Clustering/Segmentation, Decision Tree, Random Forest Algorithm, GBM, Naive Bayes, Support Vector Machines, Deep Neural Networks (DNN), Convolutional Neural Networks (CNN), Recurrent Neural Networks (RNN), Long Short-Term Memory (LSTM) networks, Transformers, etc.)
Expertise in applying statistical, advanced analytics, machine learning, and/or AI, deep learning concepts, and techniques to solve business problems. Strong programming skills using Python, SQL, PySpark
Expertise in one or more areas among Large Language Models (LLM), Transformers, Natural Language Processing (NLP), deep learning, recommender systems, and related fields is highly preferred.
Experience with Python libraries such as Pandas, NumPy, SciPy, Scikit-Learn
Strong analytical, critical-thinking skills with demonstrated ability to identify/analyze/synthesize data and use the data to drive decisions
Superior communication and persuasion skills with executives and non-technical stakeholders, talent for storytelling, visualization, and creating insights from data to deliver practical recommendations for business action
Good knowledge of calculus, linear algebra, statistics, and probability


Requirements:
Bachelor’s degree required, Master’s degree or Ph.D. preferred in Math, Statistics, Data Science, Analytics, Econometrics, Computer science, Operations Research, Behavioral Science, or another analytical/quantitative field required.
5+ years of industry experience in data science, machine learning, AI, advanced analytics in a data scientist role, ML Scientist, research scientist, applied scientist or deep learning scientist role.
4-5 years of experience with programming languages like Python, PySpark, SQL, and/or R.
Experience working with relational databases using SQL
Experience with data querying, wrangling, cleaning, and feature engineering working with common relational and non-relational databases in big data environments such as Azure, AWS, or Google Cloud
Experience generating data-driven insights and explaining machine learning and analytical concepts to diverse audiences and multiple levels of leadership
Experience with big data architecture and pipeline, such as Hadoop, Hive, Spark, and Kafka is a plus
Experience of ML Ops Technologies is mandatory.
Knowledge of AI Scenarios around ethics and governance."
IT/Operational Technology Auditor,Aamir Salman Rizwan Chartered Accountants,/rc/clk?jk=48127615dbe2a71c&bb=iU8csOQiCHxjArgFpba2hCGqLDZDwDNPEnkYwkjzCNUuFBa36Ndljml1vqsRvt2ZwY6h9-48SXLL12EJ-f-O3Y_WnWjeo2J4Wr3qnBqORRM%3D&xkcb=SoDw67M3DbSrLhQNJh0CbzkdCdPP&fccid=f8c1b1fd8cf833a5&cmp=Aamir-salman-rizwan-chartered-accountants&ti=IT+Auditor&vjs=3,"Key Responsibilities:· Conduct IT/OT audits and cybersecurity reviews in highly technical areas of current and emerging technologies.· Develop detailed Audit Programs and Risk & Control Matrices, identifying potential risks and key controls.· Utilize Information Systems Audit Techniques and data analytics to evaluate governance, risks, and controls processes.· Prepare comprehensive audit reports, expressing professional opinions on risk management and control systems.· Collaborate with senior management to report on internal audit activities and significant risk exposures.Minimum Qualifications:· Bachelor's Degree in Computer Science or related Technology discipline.· 5-7 years of varied experience in IT internal auditing, with a minimum of 3+ years in Operational Technology or Industrial Control Systems.· Expertise in developing or reviewing IT/OT security programs and conducting cybersecurity assessments.· Proficiency in OT security technologies, network architectures, and protocols.· Advanced knowledge of IT/OT-related standards and regulatory requirements.· Professional certifications such as CISA and OT/ICS-related certifications are highly desirable.Job Type: Full-timeSalary: Rs250,000.00 - Rs350,000.00 per month"
